key,城市,景点名称,攻略数量,评论数量,星级,排名,简介,链接,图片
c32cabe5cd60acaf7848c219b39db409,三亚,皇后湾Queen Bay,86,175,90,三亚景点排名第46,原生态的宁静海湾，是开展浮潜、海钓的好地方。,https://travel.qunar.com/p-oi712295-huanghouwan,https://flight-feed.qunarzz.com/img/prod/2019/7/b3a77210-e0a4-432d-9783-cd4a728b77d9.jpeg_480x360_dc7c591d.jpeg_480x360_4421bdee.jpeg
1e672c7b36c9aef928aa1ecba821eec6,三亚,后海村Houhai Village,78,127,92,三亚景点排名第91,来此观日出、品尝生猛海鲜，享受纯朴而宁静的渔村生活。,https://travel.qunar.com/p-oi10018281-houhaicun,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/4454b6db53f58aed683cc9bf6d065a6d.jpg_r_480x360x95_4059dd1e.jpg
3868c38b9ee845b7ddfe1a681f354ee5,三亚,西岛West Island,430,2679,90,三亚景点排名第10,国内知名的潜水胜地，更是畅玩摩托艇、香蕉船等水上运动的好去处。,https://travel.qunar.com/p-oi707376-xidao,https://img1.qunarzz.com/travel/d9/1509/f7/33b75c9be31b67.jpg_r_480x360x95_de7c916a.jpg
fc5124a53d6691c1a25b0ab1dcbaf2a8,三亚,第一市场First market,0,5704,82,,品种丰富、价格便宜的海鲜与水果市场，也汇集着众多海鲜加工店。,https://travel.qunar.com/p-oi20976802-diyishichang,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/8634197e1b859436d9d2d3bfd7eb9d55.jpg_r_480x360x95_d4e1441e.jpg
b549f7ae328fd73e5fc85eddf49a49b2,三亚,海月广场Haiyue Square,108,356,90,三亚景点排名第34,三亚湾畔高人气的休闲之地。,https://travel.qunar.com/p-oi709205-haiyueguangchang,https://img1.qunarzz.com/travel/d2/1702/59/785b3f9ce4cb17b5.jpg_r_480x360x95_8788d542.jpg
02eabaa2d513433614fa8ddf7020ccd7,三亚,天涯镇,66,23,94,三亚景点排名第65,天涯镇位于三亚市，这里的主要景点有天涯海角风景区、西岛、椰梦长廊、三亚湾等，景色非常秀丽。,https://travel.qunar.com/p-oi9537887-tianyazhen,https://tr-osdcp.qunarzz.com/tr-osd-vs-dapp-ugc/img/c10b53106f8f6e73dbedb11b3a459c5f.jpg_r_480x360x95_e0c3f8a7.jpg
9f7d6a5eda2cc1fe29416358c868a413,三亚,三亚亚特兰蒂斯度假区Sanya Atlantis Resort,25,267,94,,,https://travel.qunar.com/p-oi20957612-sanyayatelandisidujia,https://img1.qunarzz.com/piao/fusion/2203/ae/a3bac07cafee6c02.jpg_r_480x360x95_f55604aa.jpg
c535db3558838989425ab5e16f0e4ade,三亚,牛王岛Niuwang Island,42,70,90,三亚景点排名第54,风光迷人的原生态小岛，是登高观海与赏日落的好地方。,https://travel.qunar.com/p-oi7646503-niuwangdao,https://img1.qunarzz.com/travel/poi/1408/26/826302c10a34e32bffffffffc8d65eac.jpg_r_480x360x95_67a33a41.jpg
f12848e463e0b8fb08baf6b046f80bef,三亚,大东海Dadonghai,1109,3804,92,三亚景点排名第11,离市中心最近的海湾，餐饮、住宿、交通比较便捷，颇具性价比。,https://travel.qunar.com/p-oi706172-dadonghai,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/9a9b5d6ef2939248b89539f44d010c06.jpg_r_480x360x95_fdcb33c7.jpg
9d5c1caaf74a611559901b59c15ed123,三亚,三亚湾Sanya Bay,1314,4303,92,三亚景点排名第4,海岸线绵长、视角开阔的海滩，是欣赏日落的绝佳之处。,https://travel.qunar.com/p-oi722961-sanyawan,https://img1.qunarzz.com/travel/d2/1707/d3/d64f3f8a5a47b8b5.jpg_r_480x360x95_a0787b2a.jpg
df4f2ca4e965ab8b9a3300ef6cfb2b3c,三亚,海棠湾Haitang Bay,838,1879,92,三亚景点排名第8,远离市区、更为原生态的宁静海滩，也坐落着众多高端酒店。,https://travel.qunar.com/p-oi5440085-haitangwan,https://img1.qunarzz.com/travel/d1/1612/89/2164d93164239bb5.jpg_r_480x360x95_05a09ed9.jpg
918f17e3d26e2b49bc222b1b90d5b8f6,三亚,南山文化旅游区Nanshan Cultural Tourism Zone,233,5661,94,三亚景点排名第14,三亚礼佛必去之处，108米高的“南山海上观音”让人叹为观止。,https://travel.qunar.com/p-oi701568-nanshanwenhualu:youqu,https://img1.qunarzz.com/travel/d9/201404/30/87d67cad732e141fddb12cfb.jpg_r_480x360x95_73196d45.jpg
9119fbc2ca8792968cf040ff1b37e66c,三亚,南山寺Nanshan Temple,512,944,94,三亚景点排名第7,规模庞大的仿古建筑寺院，是华南地区著名的祈福胜地。,https://travel.qunar.com/p-oi722976-nanshansi,https://img1.qunarzz.com/travel/d3/1603/4e/20faed2c0dc2dff7.jpg_r_480x360x95_2b6615e7.jpg
6cc4fd3854fed3f04fa463911fd2a818,三亚,大小洞天Daxiaodongtian Area,299,1880,92,三亚景点排名第15,饱览海景、山景、石景，还可领略独特的“寿比南山不老松”景观。,https://travel.qunar.com/p-oi704527-daxiaodongtian,https://img1.qunarzz.com/travel/d2/1705/70/73e561356bdd16b5.jpg_r_480x360x95_9b462cc9.jpg
9a11bd7ff204cabee8ae8a9a22f5432e,三亚,小东海Xiaodonghai,110,321,90,三亚景点排名第31,环境清幽的宁静海滩，适合喜欢独享静谧的游客。,https://travel.qunar.com/p-oi710072-xiaodonghai,https://img1.qunarzz.com/travel/d2/1503/85/e9427e8f0b3694.jpg_r_480x360x95_38faf5d7.jpg
1e87b489b5e238b49f6c0c0434961e49,三亚,天涯镇(蓝白小镇)Tianyazhen,0,8,82,,,https://travel.qunar.com/p-oi23342415-tianyazhen,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/28868e2a894ed57afd54fc64c9e9b730.jpg_r_480x360x95_1ddb2bc2.jpg
23687be6cdfaa220ebd8d3908c5b6a62,三亚,蝴蝶谷Butterfly Valley,37,59,90,三亚景点排名第35,,https://travel.qunar.com/p-oi707919-hudiegu,https://img1.qunarzz.com/travel/d2/1505/80/ce95cd8dc54ab.jpg_r_480x360x95_5625b432.jpg
6954a5446332bc00d661f9f615cca657,三亚,凤凰岛Fenghuang Island,269,608,88,三亚景点排名第16,矗立着海面上最抢眼的新地标建筑，拥有国际邮轮港码头。,https://travel.qunar.com/p-oi5808373-fenghuangdao,https://img1.qunarzz.com/travel/d7/1701/73/09812f556216e3b5.jpg_r_480x360x95_a94a542e.jpg
831c7cb465d6216c0e5a8052885c7cf0,三亚,情人湾Lover Bay,28,73,90,三亚景点排名第17,,https://travel.qunar.com/p-oi708401-qingrenwan,https://img1.qunarzz.com/travel/d1/1702/e5/69fa6900487dcfb5.jpg_r_480x360x95_87a47366.jpg
36c06ae03e0de4343a2230185d154178,三亚,亚龙湾中心广场Yalong Bay Central Square,42,452,92,三亚景点排名第32,是亚龙湾的地标之一，可以看到艺术造型宏伟独特的图腾柱。,https://travel.qunar.com/p-oi5808377-yalongwanzhongxinguang,https://img1.qunarzz.com/travel/poi/1706/de/c292b5e0ae35e937.jpg_r_480x360x95_41c7ca8b.jpg
c3f2e12bb5de65fe942d884e023b45f6,三亚,美丽之冠文化会展中心Beautiful Crown Culture Exhibition Center,22,159,90,三亚景点排名第37,众多国际赛事的举办地，每晚的歌舞秀也很精彩。,https://travel.qunar.com/p-oi701656-meilizhiguanwenhuahui,https://img1.qunarzz.com/travel/poi/1706/f8/5688d51e1e7e8937.jpg_r_480x360x95_14ae4839.jpg
6f0768da9514452ba54650ea580d8155,三亚,亚龙湾贝壳馆Yalong Bay Shell Museum,5,163,90,三亚景点排名第70,见识五彩斑斓的珍稀贝类标本，领略古人贝壳加工艺术的精湛。,https://travel.qunar.com/p-oi5808378-yalongwanbeiqiaoguan,https://img1.qunarzz.com/travel/poi/1706/2d/f88ff47740fc7637.jpg_r_480x360x95_ebc9ea4c.jpg
50674ca73d7cec199426fad0b0ee9d10,三亚,三亚热带雨林广场Sanya Tropical Rainforest Square,6,101,92,三亚景点排名第22,,https://travel.qunar.com/p-oi707653-sanyaredaiyulinguangchang,https://img1.qunarzz.com/travel/d9/201311/10/945239110f9464c0ddb12cfb.jpg_r_480x360x95_79d8654a.jpg
7c8c595d33d1d46a731108bb95520ad8,三亚,长寿谷Longevity Valley,9,91,92,三亚景点排名第118,拥有铜制“无量寿佛”、“流水尊者”，以及“寿比南山”石刻等景观。,https://travel.qunar.com/p-oi706840-zhangshougu,https://img1.qunarzz.com/travel/d2/1612/e6/d64c022950b8bb5.jpg_r_480x360x95_bd4c5728.jpg
b44fcce4f699c55639e6d11c32efd62b,三亚,南山不老松,22,6,86,三亚景点排名第103,“福如东海长流水，寿比南山不老松”是中国人为长辈祝寿常用的对联，其中的“南山不老松”指的就是海南龙血树。海南龙血树别名不老松，其树龄可长达8000多年，是当今世上名副其实的“寿星”，也是延年益寿、福运吉祥的象征。据说，龙血树在白垩纪恐…,https://travel.qunar.com/p-oi721775-nanshanbulaosong,https://img1.qunarzz.com/travel/d9/1501/fa/fa2ca3ab4112f3c6cdb.jpg_r_480x360x95_a6f3b46a.jpg
86b1baff8adc0fd9e9cecbd3c1e161ed,三亚,观日岩Sunrising Rock,84,245,94,三亚景点排名第49,海上观日出的绝佳位置，这里看到的海岸风光也很漂亮。,https://travel.qunar.com/p-oi5808368-guanriyan,https://img1.qunarzz.com/travel/d6/1702/5a/3e51e11fdcdd23b5.jpg_r_480x360x95_fb314fb2.jpg
5635af92c443507a1121ab25ad70ef19,三亚,小洞天Xiaodongtian House,21,39,90,三亚景点排名第100,,https://travel.qunar.com/p-oi720920-xiaodongtian,https://img1.qunarzz.com/travel/d3/1705/d9/1acb6104d2cb69b5.jpg_r_480x360x95_113ab33b.jpg
4d16b3aac79a6852cf8ed40f23138d08,三亚,凤凰岭海誓山盟景区Sanya Phoenix Hill Park,34,545,92,三亚景点排名第29,登三亚市区制高点，将城市全景与四大海湾风光尽收眼底。,https://travel.qunar.com/p-oi5808371-fenghuanglinghaishishan,https://img1.qunarzz.com/travel/d2/1611/f1/e0f0b90ee32159b5.jpg_r_480x360x95_055f83d8.jpg
ab3c8039a4831f48bb38a47c04c599ab,三亚,亚龙湾国际玫瑰谷Yalong Bay Rose Valley,44,465,78,三亚景点排名第4,人气婚纱摄影胜地，在玫瑰从中感受浪漫。,https://travel.qunar.com/p-oi5335171-yalongwanguojimeiguigu,https://img1.qunarzz.com/travel/d5/1708/63/92eba62c52a0b1b5.jpg_r_480x360x95_8e3e5a67.jpg
54ae774d48e597692957c6bf77e1e7a6,三亚,三亚河Sanya River,66,153,90,三亚景点排名第90,漫步于三亚人的母亲河，欣赏沿河风光，感受其深厚的历史底蕴。,https://travel.qunar.com/p-oi3705675-sanyahe,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/d39e6d7127d407e79723ec254a827ce0.jpg_r_480x360x95_6301cc86.jpg
34983a5a04445b1c1b60f5fff3c7e864,三亚,锦母角Jinmujiao Cape,6,75,72,三亚景点排名第77,,https://travel.qunar.com/p-oi704131-jinmujiao,https://img1.qunarzz.com/travel/d9/1608/8b/d34643a8939339b5.jpg_r_480x360x95_54a51ce5.jpg
2b6c3994be9b4f2fda9961316e5ad2ae,三亚,情人桥Lover's Bridge,157,171,92,三亚景点排名第33,与爱人执手走在木桥上，感受浪漫爱意。,https://travel.qunar.com/p-oi7588130-qingrenqiao,https://img1.qunarzz.com/travel/d6/1703/1d/c45fe8ef7295a3b5.jpg_r_480x360x95_3b478455.jpg
6c30180555250f310aa8d86ebc07b4b4,三亚,延寿桥,2,2,100,三亚景点排名第140,相传宋代郡守毛奎卸任后，入南山，走到此处木桥便飞身而去，不知所踪，当地人为纪念毛奎，称木桥为“延寿桥”。传说走一走，可延年益寿。,https://travel.qunar.com/p-oi718651-yanshouqiao,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
20eb3cb88b5aa44192ef13aabdc38f29,三亚,十一届亚运会南端点火台Southern Tip Fire Station of the Asian Games,1,41,80,三亚景点排名第130,,https://travel.qunar.com/p-oi707038-shiyijieyayunhuinanduan,https://tr-osdcp.qunarzz.com/tr-osd-tr-manager/img/c470bb24b4c4e01e9aecfa9f23ac5ec2.jpg_r_480x360x95_f5ef755e.jpg
81c8c374dcc81d64e3312f2160ba690a,三亚,南海龙王别院House of Dragon King of the South Sea,1,20,90,三亚景点排名第111,,https://travel.qunar.com/p-oi719059-nanhailongwangbieyuan,https://img1.qunarzz.com/travel/d7/1501/bd/bdb7505039c6bcebcdb.jpg_r_480x360x95_34a474ef.jpg
a30693f05af9544b2bf7c2a195d5f84c,三亚,众妙之门,1,12,96,三亚景点排名第115,旅游区入口取名“众妙之门”。《老子·一章》开宗明义，“常无，欲以观其妙；常有，欲以观其缴，此二者，同出而异名，同谓之‘玄’，玄之又玄，众妙之门。”所谓众妙之门，就是一切变化的总门，枢纽，也就是道。“妙”即“道”也。众妙就是万物的原…,https://travel.qunar.com/p-oi720448-zhongmiaozhimen,https://img1.qunarzz.com/travel/d5/1410/08/2425968f053de3ffffffffc8d65eac.jpg_r_480x360x95_32d21a60.jpg
eb005a873e2feecd4338a00b87e7444b,三亚,南极广场,1,1,80,三亚景点排名第152,南极广场为南极寿谷入门景观区。,https://travel.qunar.com/p-oi718393-nanjiguangchang,https://img1.qunarzz.com/travel/poi/1601/d8/ac64431bd15da2f7.jpg_r_480x360x95_3b8d278b.jpg
65fcbd5614626415f90dc89c6b77af6e,三亚,凤凰之星号夜游三亚湾,0,2,100,三亚景点排名第130,夜观“椰梦长廊”，领略三亚美丽夜景。,https://travel.qunar.com/p-oi7647300-fenghuangzhixinghaoye,https://img1.qunarzz.com/travel/poi/1505/3f/c75a249ca2ac65.jpg_r_480x360x95_ed4386ad.jpg
dc426c4cca768e27e5c377fda11a8a92,三亚,南山海上观音Guanyin Goddess at Nanshan,79,657,96,三亚景点排名第18,在宏伟的观音圣像前祈福，登上莲花宝座抱佛脚求平安。,https://travel.qunar.com/p-oi7647751-nanshanhaishangguanyin,https://img1.qunarzz.com/travel/d1/1706/45/81330fc239c240b5.jpg_r_480x360x95_46205bb2.jpg
bab83b7ef728281ab7cdc72bf8f6de8d,三亚,落笔洞Luobi (Hanging Paint Brushes) Cave,63,85,82,三亚景点排名第38,,https://travel.qunar.com/p-oi712501-luobidong,https://img1.qunarzz.com/travel/d7/1502/73/9ec87c94205e75.jpg_r_480x360x95_83ec1428.jpg
97ee709c0a4cda679adfbf2999d0a789,三亚,白鹭公园Egret Park,19,181,86,三亚景点排名第57,三亚市区唯一的公园，可将白鹭，湿地，红树林等美景尽收眼底。,https://travel.qunar.com/p-oi7482059-bailugongyuan,https://tr-osdcp.qunarzz.com/tr-osd-tr-space/img/5cde52bae50b0aab4ca823adf4e7f890.jpg_r_480x360x95_7775eb4c.jpg
9a1726680ab2d3803b3c3940e448dd2d,三亚,海角一号Cape No.1,16,10,96,三亚景点排名第59,,https://travel.qunar.com/p-oi7482048-haijiaoyihao,https://img1.qunarzz.com/travel/d3/1506/8d/a9af9f213afe9b.jpg_r_480x360x95_6c9eec17.jpg
60e7ddac5dcee3aa1f94da3012030e51,三亚,万达文化中心,2,4,94,三亚景点排名第68,海棠湾万达文化中心位于三亚市市辖区海棠路海棠湾镇凤塘村民委员会附近(近希尔顿逸林度假酒店)，里面包含三亚海棠湾万达大剧院、万达影城、万达海棠湾国际会所、“神采飞扬”电玩城服务项目。,https://travel.qunar.com/p-oi7528666-wandawenhuazhongxin,https://img1.qunarzz.com/travel/poi/1411/d0/d00371777523db53cdb.jpg_r_480x360x95_ca85dfc1.jpg
20dbae8e35436c9989538bd3332369e6,三亚,天涯海角-财富石,0,4,96,三亚景点排名第87,“财富石”即“南天一柱”石，耸立在海天之间，顶天立地，充满财富和阳刚之气。其石景被印在第四套人民币二元面值纸币的背面。相传“财富石”有化腐朽为神奇的灵气。,https://travel.qunar.com/p-oi7528753-tianyahaijiao_caifushi,https://img1.qunarzz.com/travel/poi/1411/df/df7aabf26b0f9c56cdb.jpg_r_480x360x95_17edbb3f.jpg
2a0c56b73aacee95f6b15a5e004de7de,三亚,西岛肖旗港码头,3,5,86,三亚景点排名第97,​西岛肖旗港码头公共交通交通便利，贯通亚龙湾、大东海、三亚湾海坡三大度假区以及市内的主要街区。,https://travel.qunar.com/p-oi7482073-xidaoxiaoqigangmatou,https://img1.qunarzz.com/travel/d8/1609/64/53e461b6d9ca8cb5.jpg_r_480x360x95_82389f2b.jpg
579e548cd66473224ab23ca3dfc4b0be,三亚,三亚京润珍珠文化馆gN Pearl Cultural Center,4,19,72,三亚景点排名第106,国内最大的珍珠文化馆，全方位展示珍珠文化。,https://travel.qunar.com/p-oi3526126-sanyajingrunzhenzhuwen,https://img1.qunarzz.com/travel/d7/1507/7b/ad6f89b6de676e.jpg_r_480x360x95_fe03e8d2.jpg
9afe09603feba260958180605f98dece,三亚,天涯海角-平安石,1,2,90,三亚景点排名第169,“平安石”又称“天涯石”，它四平八稳，雄峙南海之巅，坚如磐石，笑傲于蓝天白云之下。每年都有来自五湖四海的游客在“平安石”前祈福平安。,https://travel.qunar.com/p-oi7528729-tianyahaijiao_pinganshi,https://img1.qunarzz.com/travel/d4/1605/a2/50141cbcd5cecf7.jpg_r_480x360x95_e344ab88.jpg
b12dbc48e17184362b129ffd12cd1063,三亚,时代海岸酒吧街,2,0,0,三亚景点排名第35,时代海岸酒吧一条街以阿伦故事、喀秋莎、迪奥、兰桂坊、明天梦、诺亚方舟等酒吧为主，是新近发展起来的最具人气的酒吧专业街。,https://travel.qunar.com/p-oi7644556-shidaihaianjiubajie,https://img1.qunarzz.com/travel/poi/1504/c6/7a446c20e4a97c.jpg_r_480x360x95_4570a46c.jpg
f4eb85aa72a068448d820877b04d4872,三亚,鹿回头广场Luhuitou Square,54,188,88,三亚景点排名第41,漫步于广场之上，望着壮美游艇，听海风徐徐，感受鹿回头文化。,https://travel.qunar.com/p-oi7528847-luhuitouguangchang,https://img1.qunarzz.com/travel/poi/1806/c9/b9861da3fd3ff637.jpg_r_480x360x95_c71229e5.jpg
3dbb23075a3535ab2cb7af34d2ae46d2,三亚,东瑁洲岛Dongmaozhou Island,9,35,72,三亚景点排名第76,,https://travel.qunar.com/p-oi7468788-dongmaozhoudao,https://img1.qunarzz.com/travel/d3/1409/15/11db2cdbff88cb16ffffffffc8d65eac.jpg_r_480x360x95_82569c00.jpg
f1165624b0a9d7cde35f67ce9f720b5f,三亚,千里伞Qianli Umbrella Scenic Spot,16,30,90,三亚景点排名第80,,https://travel.qunar.com/p-oi7644469-qianlisan,https://img1.qunarzz.com/travel/d2/1612/2f/c3fef581b1e3e4b5.jpg_r_480x360x95_d007deb4.jpg
c24fdf389c137815672d269c22298639,三亚,河西红树林公园,1,2,100,三亚景点排名第61,河西红树林公园位于三亚市河西区春园社区居民委员会旁，占地面积55.3公顷，其中河道水域面积28公顷，滨水绿地面积27.3公顷，是一座以热带河流湿地为风景特征，同时又具有生物多样性要求的人与自然和谐共处的滨河公园。,https://travel.qunar.com/p-oi7560006-hexihongshulingongyuan,https://img1.qunarzz.com/travel/d3/1803/28/8108c489a34c80b5.jpg_r_480x360x95_1f7b0a6b.jpg
e1e57291ba1513b7c0291d220de6d1a4,三亚,海棠广场Haitang Square,9,78,94,三亚景点排名第112,海棠区最佳的免费观景点，遥望碧海蓝天，感受海风拂面的清爽与惬意。,https://travel.qunar.com/p-oi7644282-haitangguangchang,https://img1.qunarzz.com/travel/d1/1504/34/3ab7cd6a165dde.jpg_r_480x360x95_bc8549f1.jpg
590102dd1c2733a3e44ef9bc50727740,三亚,龙仔湾,0,0,00,,,https://travel.qunar.com/p-oi47890820-longziwan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
05026dd9b7b359acd9cbcc9d96194cb6,三亚,大洲,0,0,00,,,https://travel.qunar.com/p-oi47832232-dazhou,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
06c19c507616c51176b7441f78df5cb6,三亚,东岛,0,0,00,,,https://travel.qunar.com/p-oi47816286-dongdao,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
0fc35c9e69b28e1650189c69186edcb4,三亚,响水,0,0,00,,,https://travel.qunar.com/p-oi47705566-xiangshui,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
85868f78e17de61cdf8c698c4cc2cf1a,三亚,闲聚露营地,0,0,00,,,https://travel.qunar.com/p-oi47678223-xianjuluyingdi,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
5d1877b170c492f2736c0a6d7356e614,三亚,墓山岭,0,0,00,,,https://travel.qunar.com/p-oi47665903-mushanling,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
aaf8af899416ece7bd28a000664d9b48,三亚,小月湾泳池休闲区,0,0,00,,,https://travel.qunar.com/p-oi47626722-xiaoyuewanyongchixiuxian,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
61f640e0135bbf8fd1e98ba1aa16f9d0,三亚,中青旅游艇俱乐部,0,0,00,,,https://travel.qunar.com/p-oi47618550-zhongqinglu:youtingju,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
fa69ce00381c6e7876b4e5ea72e1ca2b,三亚,蜈支洲岛旅游风景区-私人订制取景地,0,0,00,,,https://travel.qunar.com/p-oi47618004-wuzhizhoudaolu:youfeng,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
00ad24a418388073ef55ac5539df9bc8,三亚,海南热带海洋学院-图书馆,0,0,00,,,https://travel.qunar.com/p-oi47616638-hainanredaihaiyangxue,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
8c1f183b701d2ab9ba125db163d1918b,三亚,海南省三亚技师学院-图书馆,0,0,00,,,https://travel.qunar.com/p-oi47616327-hainanshengsanyajishi,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
d78bb704a613117593718274cd4feedc,三亚,三亚南山佛教文化苑,0,0,00,,,https://travel.qunar.com/p-oi47615617-sanyananshanfojiaowen,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
7d124131054978ef875c438a399247db,三亚,铁炉港红树林植物园,0,0,00,,,https://travel.qunar.com/p-oi47614992-tieluganghongshulinzhi,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
c3ed833812cef82dba5cfa25b896267a,三亚,南山别院,0,0,00,,,https://travel.qunar.com/p-oi47614203-nanshanbieyuan,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
cefc2176c7f617d09f9fe959c164992d,三亚,南山文化旅游区-鹿苑,0,0,00,,,https://travel.qunar.com/p-oi47612262-nanshanwenhualu:youqu,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
d25fbfd568a11b2fa672038d4befd152,三亚,时来运转祈愿树,0,0,00,,,https://travel.qunar.com/p-oi47611782-shilaiyunzhuanqiyuanshu,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
beaec7da2044a94255c15c2adfacaf73,三亚,小洞天石刻,0,0,00,,,https://travel.qunar.com/p-oi47611752-xiaodongtianshike,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
53ffb311c26383b411b8bb9fbea55a99,三亚,海洋长城号仿古船夜游三亚湾(鹿回头广场码头),0,0,00,,,https://travel.qunar.com/p-oi47608325-haiyangzhangchenghaofang,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
6e9ec1131606d32b0936a076b6fefde9,三亚,南山文化旅游区-浩然亭,0,0,00,,,https://travel.qunar.com/p-oi47607655-nanshanwenhualu:youqu,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
9f4d6668dde735f293b0198ce4d9590a,三亚,南山文化旅游区-莲池,0,0,00,,,https://travel.qunar.com/p-oi47606650-nanshanwenhualu:youqu,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
36aa7ebe9cacbf4ebe914cc24c9598fd,三亚,吉祥钟亭,0,0,00,,,https://travel.qunar.com/p-oi47605933-jixiangzhongting,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
56edb6aa247186bd0b6fbc2dc5e9dcc9,三亚,三亚南山文化旅游区-游览车吉祥如意园站,0,0,00,,,https://travel.qunar.com/p-oi47604654-sanyananshanwenhualu:,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
1cd42d4be897ec2256f565bf4eb83001,三亚,三亚槟榔河蜜蜂花园,0,0,00,,,https://travel.qunar.com/p-oi47585785-sanyabinlanghemifenghua,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
b5aa08bc68e444b64e2f3c332c90a5ed,三亚,长田文体活动室,0,0,00,,,https://travel.qunar.com/p-oi47585216-zhangtianwentihuodong,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
9552b67be6dd8f53a236a940ed73b488,三亚,欢乐对对碰,0,0,00,,,https://travel.qunar.com/p-oi47584284-huanleduiduipeng,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
754fd402ecf110798a6c8478b9c5fb9b,三亚,行气玉佩铭,0,0,00,,,https://travel.qunar.com/p-oi47583833-xingqiyupeiming,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
667049d78ba46553e1ac316298b5406d,三亚,鼓楼,0,0,00,,,https://travel.qunar.com/p-oi47583660-gulou,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
2d060cc04ec8e921ae6bacf991928542,三亚,摔碗酒,0,0,00,,,https://travel.qunar.com/p-oi47582873-shuaiwanjiu,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
3273cfc8a09f2fa72c9ffcac68930b97,三亚,三亚学院(东区)-孔雀栖息地,0,0,00,,,https://travel.qunar.com/p-oi47581792-sanyaxueyuandongqu_kong,https://img1.qunarzz.com/travel/poi/201408/06/7dc8cc10cb6b007cc8d65eac.gif_r_480x360x95_08d929d7.gif
